date,btc_close,btc_volume,fear_greed_value,fear_greed_label,btc_daily_return,positive_return,is_weekend
2025-06-06,104288.44,15839.07385,45,Fear,2.7384456186406947,1,False
2025-06-07,105552.15,8344.93206,52,Neutral,1.2117450409652175,1,True
2025-06-08,105734.0,8048.06305,62,Greed,0.17228450581063814,1,True
2025-06-09,110263.02,19975.37451,62,Greed,4.2834093101556725,1,False
2025-06-10,110274.39,17071.82839,71,Greed,0.010311707406529536,1,False
2025-06-11,108645.12,13115.91638,72,Greed,-1.4774690660270262,0,False
2025-06-12,105671.73,17778.67218,71,Greed,-2.7367911232460296,0,False
2025-06-13,106066.59,26180.81734,61,Greed,0.3736666372359032,1,False
2025-06-14,105414.64,8798.93969,63,Greed,-0.6146610351101089,0,True
2025-06-15,105594.01,7164.20047,60,Greed,0.17015663099546607,1,True
2025-06-16,106794.53,14922.6654,61,Greed,1.1369205507016922,1,False
2025-06-17,104551.17,17866.33025,68,Greed,-2.100631933114927,0,False
2025-06-18,104886.78,13968.64167,52,Neutral,0.32100071190022117,1,False
2025-06-19,104658.59,7678.60737,57,Greed,-0.21755839963816248,0,False
2025-06-20,103297.99,16419.06283,54,Neutral,-1.3000366238452021,0,False
2025-06-21,102120.01,11154.21332,49,Neutral,-1.1403706887229914,0,True
2025-06-22,100963.87,28746.41072,42,Fear,-1.132138549535977,0,True
2025-06-23,105333.93,27666.50609,47,Neutral,4.3283404251441615,1,False
2025-06-24,106083.0,14651.69335,65,Greed,0.7111383767794521,1,False
2025-06-25,107340.58,16701.15551,66,Greed,1.185467982617383,1,False
2025-06-26,106947.06,10573.27279,74,Greed,-0.36660878858676416,0,False
2025-06-27,107047.59,12232.44042,65,Greed,0.09399977895605538,1,False
2025-06-28,107296.79,3282.17352,65,Greed,0.2327936574751499,1,True
2025-06-29,108356.93,6831.7364,68,Greed,0.9880444699230884,1,True
2025-06-30,107146.5,9754.12491,66,Greed,-1.11707668351253,0,False
2025-07-01,105681.14,10505.62437,64,Greed,-1.3676228341569674,0,False
2025-07-02,108849.6,17691.89592,63,Greed,2.998131927797143,1,False
2025-07-03,109584.78,13047.08225,73,Greed,0.6754090047184302,1,False
2025-07-04,107984.24,11793.86615,73,Greed,-1.4605495398174795,0,False
2025-07-05,108198.12,3736.9757,67,Greed,0.19806593999271982,1,True
2025-07-06,109203.84,6447.607,66,Greed,0.9295170747883663,1,True
2025-07-07,108262.94,9405.37601,73,Greed,-0.8615997386172469,0,False
2025-07-08,108922.98,9216.0208,65,Greed,0.6096638424931022,1,False
2025-07-09,111233.99,17282.2865,66,Greed,2.121691859697572,1,False
2025-07-10,116010.0,24883.45067,71,Greed,4.293660597808269,1,False
2025-07-11,117527.66,25873.52115,71,Greed,1.3082148090681978,1,False
2025-07-12,117420.0,8446.60437,79,Extreme Greed,-0.0916039679510372,0,True
2025-07-13,119086.64,9550.792947,74,Greed,1.4193834099812674,1,True
2025-07-14,119841.18,27269.34888,74,Greed,0.6336059191862198,1,False
2025-07-15,117758.09,32018.46083,73,Greed,-1.738208852749945,0,False
2025-07-16,118630.43,17039.90851,70,Greed,0.7407898684498093,1,False
2025-07-17,119177.56,15728.57651,74,Greed,0.4612054428193568,1,False
2025-07-18,117924.84,19924.66266,73,Greed,-1.0511374792368633,0,False
2025-07-19,117840.0,6635.80306,74,Greed,-0.07194412983727583,0,True
2025-07-20,117265.12,12962.92889,72,Greed,-0.48784792939579047,0,True
2025-07-21,117380.36,17107.33128,71,Greed,0.098273041463659,1,False
2025-07-22,119954.42,20959.12973,72,Greed,2.192922223104432,1,False
2025-07-23,118755.99,14558.75083,74,Greed,-0.9990711471907332,0,False
2025-07-24,118340.99,15806.89043,71,Greed,-0.34945605691132364,0,False
2025-07-25,117614.31,38406.34873,70,Greed,-0.6140560426273312,0,False
2025-07-26,117919.99,6991.67206,72,Greed,0.25990034716014687,1,True
2025-07-27,119415.55,9328.30919,73,Greed,1.268283689644134,1,True
2025-07-28,118062.32,13961.74754,75,Greed,-1.1332108758030257,0,False
2025-07-29,117950.76,15137.93445,73,Greed,-0.09449246804570377,0,False
2025-07-30,117840.3,15586.73631,74,Greed,-0.0936492482117024,0,False
2025-07-31,115764.08,17010.0073,72,Greed,-1.7618930026484958,0,False
2025-08-01,113297.93,24487.10206,65,Greed,-2.130324017605467,0,False
2025-08-02,112546.35,11507.33428,55,Greed,-0.663366047376146,0,True
2025-08-03,114208.8,7397.76046,53,Neutral,1.4771247579330682,1,True
2025-08-04,115055.03,9667.67916,64,Greed,0.740949909288946,1,False
2025-08-05,114129.75,12042.79078,60,Greed,-0.8042064740672372,0,False
2025-08-06,114992.27,9761.15318,54,Neutral,0.7557363439418818,1,False
2025-08-07,117472.01,13468.56263,62,Greed,2.1564406024856986,1,False
2025-08-08,116674.74,10045.31278,74,Greed,-0.6786893320374743,0,False
2025-08-09,116462.25,9514.13144,67,Greed,-0.18212168289383213,0,True
2025-08-10,119294.01,14322.77073,69,Greed,2.4314831629991707,1,True
2025-08-11,118686.0,26494.33429,70,Greed,-0.5096735368355865,0,False
2025-08-12,120134.08,16720.10893,68,Greed,1.2200933555769122,1,False
2025-08-13,123306.43,23210.07102,73,Greed,2.640674486373884,1,False
2025-08-14,118295.09,27980.94759,75,Greed,-4.06413517932519,0,False
2025-08-15,117342.05,13623.33874,60,Greed,-0.8056462867562786,0,False
2025-08-16,117380.66,6393.68117,56,Greed,0.0329038055837616,1,True
2025-08-17,117405.01,5898.64192,64,Greed,0.02074447357851561,1,True
2025-08-18,116227.05,17745.93954,60,Greed,-1.0033302667407429,0,False
2025-08-19,112872.94,18065.47424,56,Greed,-2.8858256318128994,0,False
2025-08-20,114271.24,15636.34194,44,Fear,1.2388265956393196,1,False
2025-08-21,112500.0,10839.69235,50,Neutral,-1.550031311465605,0,False
2025-08-22,116935.99,23128.09037,50,Neutral,3.943102222222228,1,False
2025-08-23,115438.05,11329.36197,60,Greed,-1.2809914210329953,0,True
2025-08-24,113493.59,21175.98462,53,Neutral,-1.684418612407268,0,True
2025-08-25,110111.98,25182.79379,47,Neutral,-2.9795603434519924,0,False
2025-08-26,111763.22,18452.43877,48,Neutral,1.499600679235824,1,False
2025-08-27,111262.01,13392.60875,51,Neutral,-0.44845701474958144,0,False
2025-08-28,112566.9,11104.27744,48,Neutral,1.1728082208833035,1,False
2025-08-29,108377.4,22580.31045,50,Neutral,-3.7217867774629987,0,False
2025-08-30,108816.33,10708.39159,39,Fear,0.40500141173345217,1,True
2025-08-31,108246.35,9489.51596,48,Neutral,-0.5238000583184466,0,True
2025-09-01,109237.42,16053.60219,46,Fear,0.9155689776144893,1,False
2025-09-02,111240.01,18510.28756,49,Neutral,1.8332454208457083,1,False
2025-09-03,111705.71,11773.72084,55,Greed,0.4186443348935365,1,False
2025-09-04,110730.87,12203.13536,51,Neutral,-0.8726859173089796,0,False
2025-09-05,110659.99,21587.40888,48,Neutral,-0.06401105671796081,0,False
2025-09-06,110187.97,5000.29897,48,Neutral,-0.4265498307021387,0,True
2025-09-07,111137.34,5681.29944,44,Fear,0.8615913334277803,1,True
2025-09-08,112065.23,11582.40211,51,Neutral,0.8349039125823854,1,False
2025-09-09,111546.39,15379.28248,48,Neutral,-0.46298035528057335,0,False
2025-09-10,113960.0,17517.41823,49,Neutral,2.163772399985331,1,False
2025-09-11,115482.69,13676.73119,54,Neutral,1.3361618111618068,1,False
2025-09-12,116029.42,15324.10719,57,Greed,0.47343026041390956,1,False
2025-09-13,115918.29,8269.40394,52,Neutral,-0.09577743299932218,0,True
2025-09-14,115268.01,6707.60197,55,Greed,-0.5609813602322822,0,True
2025-09-15,115349.71,13212.51149,53,Neutral,0.0708782948538822,1,False
2025-09-16,116788.96,10926.9094,52,Neutral,1.2477274541912609,1,False
2025-09-17,116447.59,16754.2454,53,Neutral,-0.29229646363835293,0,False
2025-09-18,117073.53,11657.23365,52,Neutral,0.5375293726559649,1,False
2025-09-19,115632.38,8992.09065,53,Neutral,-1.230978514101344,0,False
2025-09-20,115685.63,4674.92752,48,Neutral,0.04605111474831336,1,True
2025-09-21,115232.29,4511.52219,49,Neutral,-0.39187235268547393,0,True
2025-09-22,112650.99,20781.71356,45,Fear,-2.2400839209218093,0,False
2025-09-23,111998.8,12301.3203,43,Fear,-0.5789474198140687,0,False
2025-09-24,113307.0,12369.25967,44,Fear,1.1680482290881589,1,False
2025-09-25,108994.49,21231.14957,44,Fear,-3.806040226993912,0,False
2025-09-26,109643.46,14243.01591,28,Fear,0.5954154196235129,1,False
2025-09-27,109635.85,5501.78643,33,Fear,-0.006940678449951498,0,True
2025-09-28,112163.95,7542.3316,37,Fear,2.305906325348861,1,True
2025-09-29,114311.96,15541.12005,50,Neutral,1.915062727373651,1,False
2025-09-30,114048.93,15044.15633,50,Neutral,-0.2300984079006363,0,False
2025-10-01,118594.99,20036.39516,49,Neutral,3.986061070454605,1,False
2025-10-02,120529.35,19670.83503,64,Greed,1.631063841735636,1,False
2025-10-03,122232.0,23936.328,63,Greed,1.4126434764644369,1,False
2025-10-04,122391.0,8208.16678,71,Greed,0.13008050265068682,1,True
2025-10-05,123482.31,22043.09755,74,Greed,0.8916587003946264,1,True
2025-10-06,124658.54,19494.62879,71,Greed,0.9525493975614863,1,False
2025-10-07,121332.95,21633.99385,70,Greed,-2.667759465175834,0,False
2025-10-08,123306.0,17012.618,60,Greed,1.6261452474369165,1,False
2025-10-09,121662.4,21559.36007,70,Greed,-1.3329440578722873,0,False
2025-10-10,112774.5,64171.93927,64,Greed,-7.305379476321361,0,False
2025-10-11,110644.4,35448.51652,27,Fear,-1.888813517240162,0,True
2025-10-12,114958.8,32255.30272,24,Extreme Fear,3.899338782622541,1,True
2025-10-13,115166.0,22557.24033,38,Fear,0.18023848543999854,1,False
2025-10-14,113028.14,31870.32974,38,Fear,-1.8563291249153346,0,False
2025-10-15,110763.28,22986.48811,34,Fear,-2.0038018850880857,0,False
2025-10-16,108194.28,29857.17252,28,Fear,-2.3193607123227156,0,False
2025-10-17,106431.68,37920.66838,22,Extreme Fear,-1.6291064555353674,0,False
2025-10-18,107185.01,11123.18766,23,Extreme Fear,0.7078061719969053,1,True
2025-10-19,108642.78,15480.66423,29,Fear,1.360050253295686,1,True
2025-10-20,110532.09,19193.4416,29,Fear,1.7390110967337113,1,False
2025-10-21,108297.67,37228.01659,34,Fear,-2.02151248565009,0,False
2025-10-22,107567.44,28610.78451,25,Extreme Fear,-0.6742804346575482,0,False
2025-10-23,110078.18,17573.09294,27,Fear,2.334107793213258,1,False
2025-10-24,111004.89,15005.16913,30,Fear,0.8418652997351561,1,False
2025-10-25,111646.27,6407.96864,37,Fear,0.5777943656356088,1,True
2025-10-26,114559.4,13454.47737,40,Fear,2.6092497313165763,1,True
2025-10-27,114107.65,21450.23241,51,Neutral,-0.39433691168074825,0,False
2025-10-28,112898.45,15523.42257,50,Neutral,-1.0597010805147522,0,False
2025-10-29,110021.29,21079.71376,51,Neutral,-2.548449513700146,0,False
2025-10-30,108322.88,25988.82838,34,Fear,-1.5437103127948992,0,False
2025-10-31,109608.01,21518.20439,29,Fear,1.1863883235009975,1,False
2025-11-01,110098.1,7378.50431,33,Fear,0.4471297307560018,1,True
2025-11-02,110540.68,12107.00087,37,Fear,0.40198695526987294,1,True
2025-11-03,106583.04,28681.18779,42,Fear,-3.5802566077936193,0,False
2025-11-04,101497.22,50534.87376,21,Extreme Fear,-4.771697260652341,0,False
2025-11-05,103885.16,33778.77571,23,Extreme Fear,2.3527146851904046,1,False
2025-11-06,101346.04,25814.62139,27,Fear,-2.4441604556416086,0,False
2025-11-07,103339.08,32059.50942,24,Extreme Fear,1.966569192047385,1,False
2025-11-08,102312.94,12390.77985,20,Extreme Fear,-0.9929834869828569,0,True
2025-11-09,104722.96,16338.97096,22,Extreme Fear,2.3555378234659363,1,True
2025-11-10,106011.13,22682.25673,29,Fear,1.2300740926345144,1,False
2025-11-11,103058.99,24196.50718,26,Fear,-2.784745337588612,0,False
2025-11-12,101654.37,20457.63906,24,Extreme Fear,-1.3629281637633106,0,False
2025-11-13,99692.02,36198.50771,15,Extreme Fear,-1.93041381300183,0,False
2025-11-14,94594.0,47288.14481,16,Extreme Fear,-5.113769386957956,0,False
2025-11-15,95596.24,15110.89391,10,Extreme Fear,1.0595175169672455,1,True
2025-11-16,94261.44,23889.4051,10,Extreme Fear,-1.3962892264381965,0,True
2025-11-17,92215.14,39218.59806,14,Extreme Fear,-2.170877083991085,0,False
2025-11-18,92960.83,39835.14769,11,Extreme Fear,0.8086416178514799,1,False
2025-11-19,91554.96,32286.6376,15,Extreme Fear,-1.5123251373723723,0,False
2025-11-20,86637.23,39733.19073,11,Extreme Fear,-5.371341978632305,0,False
2025-11-21,85129.43,72256.12679,14,Extreme Fear,-1.740360350856096,0,False
2025-11-22,84739.74,14193.93263,11,Extreme Fear,-0.457761786963673,0,True
2025-11-23,86830.0,19734.46418,13,Extreme Fear,2.466682102163631,1,True
2025-11-24,88300.01,24663.12795,19,Extreme Fear,1.692974778302414,1,False
2025-11-25,87369.96,19567.0411,20,Extreme Fear,-1.053284138925903,0,False
2025-11-26,90484.02,21675.82239,15,Extreme Fear,3.5642227603171595,1,False
2025-11-27,91333.95,16833.50932,22,Extreme Fear,0.9393150304329856,1,False
2025-11-28,90890.7,18830.86012,25,Extreme Fear,-0.48530694227064686,0,False
2025-11-29,90802.44,7429.88291,28,Fear,-0.0971056444718732,0,True
2025-11-30,90360.0,9687.74175,28,Fear,-0.4872556288134988,0,True
2025-12-01,86286.01,34509.01227,24,Extreme Fear,-4.50862107127048,0,False
2025-12-02,91277.88,28210.22732,23,Extreme Fear,5.785259974357393,1,False
2025-12-03,93429.95,25712.52585,28,Fear,2.3577125147954625,1,False
2025-12-04,92078.06,19803.94059,26,Fear,-1.4469557138797606,0,False
2025-12-05,89330.04,19792.97218,28,Fear,-2.9844460232980596,0,False
2025-12-06,89236.79,8409.50016,23,Extreme Fear,-0.10438817669845557,0,True
2025-12-07,90395.31,13021.11185,20,Extreme Fear,1.298253780755676,1,True
2025-12-08,90634.34,15793.63887,20,Extreme Fear,0.264427435449921,1,False
2025-12-09,92678.8,21240.43014,22,Extreme Fear,2.2557233825501566,1,False
2025-12-10,92015.37,18998.68083,26,Fear,-0.7158379262571457,0,False
2025-12-11,92513.38,19972.58758,29,Fear,0.5412247975528528,1,False
2025-12-12,90268.42,16679.19169,29,Fear,-2.426632774632176,0,False
2025-12-13,90240.01,5895.70788,23,Extreme Fear,-0.03147280078681369,0,True
2025-12-14,88172.17,9416.94004,21,Extreme Fear,-2.2914891077693733,0,True
2025-12-15,86432.08,19778.6919,16,Extreme Fear,-1.9735138649757622,0,False
2025-12-16,87863.42,18456.05017,11,Extreme Fear,1.6560286412174774,1,False
2025-12-17,86243.22,19834.11729,16,Extreme Fear,-1.8439983328670806,0,False
2025-12-18,85516.41,25405.41763,17,Extreme Fear,-0.8427445079160933,0,False
2025-12-19,88136.94,21256.65004,16,Extreme Fear,3.064359226492308,1,False
2025-12-20,88360.9,5123.13194,20,Extreme Fear,0.2541045786250251,1,True
2025-12-21,88658.86,7132.87258,20,Extreme Fear,0.3372079732098854,1,True
2025-12-22,88620.79,14673.2197,25,Extreme Fear,-0.042939870871350205,0,False
2025-12-23,87486.0,13910.32904,24,Extreme Fear,-1.2805008847246668,0,False
2025-12-24,87669.45,9140.8432,24,Extreme Fear,0.20969069336806978,1,False
2025-12-25,87225.27,7096.58235,23,Extreme Fear,-0.506653115766087,0,False
2025-12-26,87369.56,18344.61505,20,Extreme Fear,0.16542224518192317,1,False
2025-12-27,87877.01,4469.55156,23,Extreme Fear,0.5808086935541468,1,True
2025-12-28,87952.71,4446.29285,24,Extreme Fear,0.08614312207482211,1,True
2025-12-29,87237.13,19894.98575,24,Extreme Fear,-0.8135963064696994,0,False
2025-12-30,88485.49,13105.91001,23,Extreme Fear,1.4309961824741313,1,False
2025-12-31,87648.22,11558.62047,21,Extreme Fear,-0.9462229344042727,0,False
2026-01-01,88839.04,6279.57133,20,Extreme Fear,1.3586356916318376,1,False
2026-01-02,89995.13,17396.97301,28,Fear,1.3013310364452524,1,False
2026-01-03,90628.01,7057.46716,29,Fear,0.7032380529924165,1,True
2026-01-04,91529.73,10426.5297,25,Extreme Fear,0.994968332637991,1,True
2026-01-05,93859.71,20673.59584,26,Fear,2.5455991184503812,1,False
2026-01-06,93747.97,18546.41829,44,Fear,-0.11905001624232803,0,False
2026-01-07,91364.16,14276.49025,42,Fear,-2.542785726453589,0,False
2026-01-08,91099.99,16132.79117,28,Fear,-0.2891396363738252,0,False
2026-01-09,90641.28,15590.27939,27,Fear,-0.5035236557106137,0,False
2026-01-10,90504.7,3104.11722,25,Extreme Fear,-0.1506818968134649,0,True
2026-01-11,91013.65,5477.13594,29,Fear,0.5623464858730998,1,True
2026-01-12,91296.2,16188.08268,27,Fear,0.3104479383037706,1,False
2026-01-13,95414.0,23021.51482,26,Fear,4.510373925749378,1,False
2026-01-14,96951.78,22851.89428,48,Neutral,1.6116922044982829,1,False
2026-01-15,95604.8,21725.81369,61,Greed,-1.3893298297359746,0,False
2026-01-16,95550.94,11167.7146,49,Neutral,-0.056336083543928606,0,False
2026-01-17,95147.77,4280.80137,50,Neutral,-0.42194247382599803,0,True
2026-01-18,93673.14,6895.17819,49,Neutral,-1.5498313833314237,0,True
2026-01-19,92631.0,14295.52747,44,Fear,-1.112528095033427,0,False
2026-01-20,88427.66,22007.3261,32,Fear,-4.537724951690036,0,False
2026-01-21,89454.73,20617.50372,24,Extreme Fear,1.161480468893994,1,False
2026-01-22,89559.67,10825.50492,20,Extreme Fear,0.11731073359675381,1,False
2026-01-23,89600.26,13918.48919,24,Extreme Fear,0.04532173912654702,1,False
2026-01-24,89225.34,4226.56737,25,Extreme Fear,-0.4184362857875601,0,True
2026-01-25,86670.36,14426.22019,25,Extreme Fear,-2.863513885181046,0,True
2026-01-26,88347.08,17766.51453,20,Extreme Fear,1.9345944795891024,1,False
2026-01-27,89250.0,13125.40425,29,Fear,1.0220145363038613,1,False
2026-01-28,89299.99,14332.18502,29,Fear,0.056011204481798416,1,False
2026-01-29,84650.16,30431.38201,26,Fear,-5.206977066850738,0,False
2026-01-30,84260.49,35195.84793,16,Extreme Fear,-0.46032990368830573,0,False
2026-01-31,78741.09,39491.89133,20,Extreme Fear,-6.550401024252306,0,True
2026-02-01,76968.21,25395.48168,14,Extreme Fear,-2.251530935119128,0,True
2026-02-02,78738.61,42273.59016,14,Extreme Fear,2.3001704210088736,1,False
2026-02-03,75770.21,39120.10889,17,Extreme Fear,-3.769942090671896,0,False
2026-02-04,73165.83,38375.36,14,Extreme Fear,-3.437208369885747,0,False
2026-02-05,62909.86,106298.829,12,Extreme Fear,-14.017431361060218,0,False
2026-02-06,70580.26,92539.21531,9,Extreme Fear,12.19268330910288,1,False
2026-02-07,69289.38,44255.48036,6,Extreme Fear,-1.828953307907888,0,True
2026-02-08,70330.38,21420.53168,7,Extreme Fear,1.5023947392803993,1,True
2026-02-09,70138.0,29152.72842,14,Extreme Fear,-0.27353755233514576,0,False
2026-02-10,68841.29,20373.77072,9,Extreme Fear,-1.848798083777703,0,False
2026-02-11,67082.52,28718.24602,11,Extreme Fear,-2.554818481757082,0,False
2026-02-12,66272.17,24271.74283,5,Extreme Fear,-1.207989801217968,0,False
2026-02-13,68853.96,20244.54955,9,Extreme Fear,3.8957378338448923,1,False
2026-02-14,69822.95,18114.78393,9,Extreme Fear,1.4073119396473155,1,True
2026-02-15,68832.58,22290.05208,8,Extreme Fear,-1.4184018291979905,0,True
2026-02-16,68892.43,15515.76534,12,Extreme Fear,0.08695010415125104,1,False
2026-02-17,67503.52,16489.06921,10,Extreme Fear,-2.016056045635184,0,False
2026-02-18,66461.0,15492.43839,8,Extreme Fear,-1.5443935368111283,0,False
2026-02-19,67003.73,14542.26988,9,Extreme Fear,0.8166142549765887,1,False
2026-02-20,68020.01,35351.87091,7,Extreme Fear,1.516751380855963,1,False
2026-02-21,67975.93,8032.84131,8,Extreme Fear,-0.06480445974648141,0,True
2026-02-22,67643.4,8175.13484,9,Extreme Fear,-0.4891878639983305,0,True
2026-02-23,64656.02,33075.90923,5,Extreme Fear,-4.4163658243080555,0,False
2026-02-24,64058.15,23102.83622,8,Extreme Fear,-0.9246934778849636,0,False
2026-02-25,67988.04,30749.99259,11,Extreme Fear,6.134879012272432,1,False
2026-02-26,67485.18,20737.77792,11,Extreme Fear,-0.7396300878801609,0,False
2026-02-27,65872.1,21228.58424,13,Extreme Fear,-2.3902729458526895,0,False
2026-02-28,66973.26,22548.71649,11,Extreme Fear,1.6716637240956178,1,True
2026-03-01,65776.47,23201.85859,14,Extreme Fear,-1.786966917841526,0,True
2026-03-02,68830.06,32010.38431,10,Extreme Fear,4.642374393153048,1,False
2026-03-03,68338.0,24972.2418,14,Extreme Fear,-0.7148911391331003,0,False
2026-03-04,72666.77,44919.0761,10,Extreme Fear,6.334352775907992,1,False
2026-03-05,70890.72,26590.51253,22,Extreme Fear,-2.444102029029227,0,False
2026-03-06,68114.02,22629.88722,18,Extreme Fear,-3.91687374595715,0,False
2026-03-07,67262.91,12719.54315,12,Extreme Fear,-1.2495371731106153,0,True
2026-03-08,65971.2,21593.63901,12,Extreme Fear,-1.920389706600567,0,True
2026-03-09,68432.16,28896.7213,8,Extreme Fear,3.730355064027946,1,False
2026-03-10,69948.63,32602.57726,13,Extreme Fear,2.2160194855752158,1,False
2026-03-11,70191.86,27249.27542,15,Extreme Fear,0.34772661022810514,1,False
2026-03-12,70541.34,21997.1605,18,Extreme Fear,0.49789249066771735,1,False
2026-03-13,70930.0,35996.61678,15,Extreme Fear,0.5509677020595349,1,False
2026-03-14,71211.95,13017.24737,16,Extreme Fear,0.39750458198222205,1,True
2026-03-15,72815.24,14037.30704,15,Extreme Fear,2.2514339236602954,1,True
2026-03-16,74884.67,28409.53019,23,Extreme Fear,2.842028674217101,1,False
2026-03-17,73909.36,24521.26636,28,Fear,-1.302416101987225,0,False
2026-03-18,71246.54,23392.88093,26,Fear,-3.602818371042593,0,False
2026-03-19,69930.0,22364.81819,23,Extreme Fear,-1.8478651735228002,0,False
2026-03-20,70510.73,18121.16745,11,Extreme Fear,0.8304447304447349,1,False
2026-03-21,68918.12,13397.1675,12,Extreme Fear,-2.2586775090826627,0,True
2026-03-22,67859.0,14843.78682,10,Extreme Fear,-1.5367801675379322,0,True
2026-03-23,70906.45,28335.09119,8,Extreme Fear,4.4908560397294295,1,False
2026-03-24,70556.74,20702.42244,11,Extreme Fear,-0.4931991377371103,0,False
2026-03-25,71336.53,17719.50066,14,Extreme Fear,1.1051956198656399,1,False
